ts,interval,symbol,open,high,low,close,volume,delta,delta_250k_geq,delta_166k_to_250k,delta_86k_to_166k,delta_50k_to_86k,delta_26k_to_50k,delta_11k_to_26k,delta_11k_lt
2015-10-15 00:00:00,1d,XBTUSD,253.14,257.18,253.04,254.88,3508869,295961,0,0,-6302,-74318,60000,301369,15212
2015-10-16 00:00:00,1d,XBTUSD,254.88,267.55,254.88,263.89,4632494,-470,0,0,-126013,0,0,38052,87491
2015-10-17 00:00:00,1d,XBTUSD,263.84,278.51,263,273.91,9988015,113613,0,-173688,0,0,191876,27558,67867
2015-10-18 00:00:00,1d,XBTUSD,274.29,275.05,262,265.3,3216612,-426128,0,0,-149099,0,-63500,-108415,-105114
2015-10-19 00:00:00,1d,XBTUSD,265.68,270.69,261.55,265.35,2241882,146226,0,0,0,-74577,32913,-22087,209977
2015-10-20 00:00:00,1d,XBTUSD,265.4,274.49,264.68,271.85,2770928,-117784,0,-247988,0,0,-35555,42503,123256
2015-10-21 00:00:00,1d,XBTUSD,271.91,273.45,263.88,268.37,2806074,-58502,-291105,0,0,0,0,57481,175122
2015-10-22 00:00:00,1d,XBTUSD,268.54,280,267.65,276.9,2263003,-7947,0,-173050,0,0,0,141339,23764
2015-10-23 00:00:00,1d,XBTUSD,276.61,282.38,275.47,279.82,1898945,665,0,-174707,0,0,-26560,156368,45564
2015-10-24 00:00:00,1d,XBTUSD,279.89,286.9,278.35,285.39,2753916,-230058,0,-219678,0,0,-35000,12490,12130
2015-10-25 00:00:00,1d,XBTUSD,285.2,299.51,282.9,285.79,5663816,-203034,-251724,181611,0,-10000,0,19802,-142723
2015-10-26 00:00:00,1d,XBTUSD,285.57,292.29,281.01,289.32,3596017,204897,0,-170242,88310,0,0,-65375,352204
2015-10-27 00:00:00,1d,XBTUSD,289.16,305.32,286.89,296.51,4671955,-337791,0,-189891,0,0,2281,-2893,-147288
2015-10-28 00:00:00,1d,XBTUSD,296.6,310.36,296.6,306.99,4231430,86460,-257765,0,0,0,0,84077,260148
2015-10-29 00:00:00,1d,XBTUSD,307.19,322,303.14,316.6,5642264,-35624,0,-241216,-122052,84014,27500,25004,191126
2015-10-30 00:00:00,1d,XBTUSD,317,336.81,300,333,7526523,290259,0,-193372,0,0,-17453,16361,484723
2015-10-31 00:00:00,1d,XBTUSD,333.2,338.7,307.53,317.73,5842767,-687263,-411727,0,0,0,0,-85175,-190361
2015-11-01 00:00:00,1d,XBTUSD,317.76,335,314,331.38,2599899,-44779,0,-194069,0,0,0,0,149290
2015-11-02 00:00:00,1d,XBTUSD,331.28,380,326.95,371.98,3855966,-324218,-258807,0,0,0,-81305,2204,13690
2015-11-03 00:00:00,1d,XBTUSD,372,440,365.18,422,6102534,-375424,0,0,-156989,-58637,29966,-50594,-139170
2015-11-04 00:00:00,1d,XBTUSD,419.81,558,382,424,5738641,-224567,0,0,-810,65849,-3535,-57907,-228164
2015-11-05 00:00:00,1d,XBTUSD,425,472.73,375,402,3820602,98248,0,0,-162218,50000,-31816,82086,160196
2015-11-06 00:00:00,1d,XBTUSD,403.32,408.32,359,377.62,3353266,-25600,0,0,-120921,0,103714,13213,-21606
2015-11-07 00:00:00,1d,XBTUSD,378,394.99,373.91,384.6,2032334,21992,0,0,-139316,0,41626,0,119682
2015-11-08 00:00:00,1d,XBTUSD,384.33,394.82,365,372,1938629,-153883,0,0,-153494,0,0,0,-389
2015-11-09 00:00:00,1d,XBTUSD,372.82,395.21,361.32,383.25,2043266,-31210,0,0,-156205,0,0,0,124995
2015-11-10 00:00:00,1d,XBTUSD,384.01,385.96,326.88,339.45,3018387,-257141,0,-178356,0,0,32278,0,-111063
