ts,interval,symbol,open,high,low,close,volume,delta,delta_250k_geq,delta_166k_to_250k,delta_86k_to_166k,delta_50k_to_86k,delta_26k_to_50k,delta_11k_to_26k,delta_11k_lt
2018-01-22 00:00:00,1d,XBTUSD,11559.5,11855,10020,10792.5,1486837759,9505835,8083661,644251,2566054,5743396,1789267,-3112537,-6208257
2018-01-23 00:00:00,1d,XBTUSD,10792.5,11437,9874,10831.5,1449900102,-6282682,-6956221,3476884,-2396066,1973481,-547037,590479,-2424202
2018-01-24 00:00:00,1d,XBTUSD,10830.5,11499,10437,11394.5,1131616118,11453818,2929386,-5406315,-6842,2386957,4706577,3099015,3745040
2018-01-25 00:00:00,1d,XBTUSD,11394.5,11750,10840.5,11117,981325170,-1736372,1243825,673619,-5148016,913470,260760,658067,-338097
2018-01-26 00:00:00,1d,XBTUSD,11117,11653,10230,11110,1452834482,11638722,-6391449,2579686,5440356,-1807886,1450614,4845004,5522397
2018-01-27 00:00:00,1d,XBTUSD,11110,11631,10777.5,11398,1009595524,2232870,3456349,-2845635,-5334724,-1116795,2837254,693346,4543075
2018-01-28 00:00:00,1d,XBTUSD,11398,11970,11350,11631.5,752035913,-1122879,-1987663,2624622,4249483,1535909,-3794423,-556419,-3194388
2018-01-29 00:00:00,1d,XBTUSD,11631,11768,10865,11127,922831552,-13130178,9381887,-6472564,-6711896,-2882814,-1028162,-2462891,-2953738
2018-01-30 00:00:00,1d,XBTUSD,11127.5,11217.5,9616.5,9999,1551256047,-14404649,11747104,-6003602,-7399224,3601581,808352,-3683129,-13475731
2018-01-31 00:00:00,1d,XBTUSD,9996.5,10332.5,9500,10140,1160207807,28568593,9195607,-1950400,7768104,461507,3273747,4833435,4986593
2018-02-01 00:00:00,1d,XBTUSD,10138.5,10199,8476,9008,1778962963,-106230875,-22914754,-13210679,-22076495,-13617481,-6921194,-9738083,-17752189
2018-02-02 00:00:00,1d,XBTUSD,9009,9054.5,7610,8807.5,1969893239,-50567471,-14132101,-2430278,-14930362,-2295958,-4341864,-6487403,-5949505
2018-02-03 00:00:00,1d,XBTUSD,8807.5,9499,8105,9226.5,1176826654,22583424,10221384,5904599,274806,-785608,-1884429,7868198,984474
2018-02-04 00:00:00,1d,XBTUSD,9227,9395,7791,8151,1436075356,-38146172,-3094040,417682,-5997103,-7617468,-6679790,-3259015,-11916438
2018-02-05 00:00:00,1d,XBTUSD,8152.5,8344.5,6543,6890,2088881027,-78776549,-29177004,-13858672,-11150161,-6306111,-3399132,-8072772,-6812697
2018-02-06 00:00:00,1d,XBTUSD,6889.5,7930,5855,7674.5,2383969711,53001335,9831088,10905289,15779554,5712033,2318528,-1055242,9510085
2018-02-07 00:00:00,1d,XBTUSD,7674.5,8590,7189.5,7598.5,1968819425,24397341,10909155,-5844901,7716955,2504322,6535550,-2476417,5052677
2018-02-08 00:00:00,1d,XBTUSD,7597,8655,7576,8232.5,1711303991,13705045,-628007,5534853,-5077434,1024795,4427245,3735892,4687701
2018-02-09 00:00:00,1d,XBTUSD,8233,8750,7692,8675.5,1462168195,24751155,2721403,-191645,3323858,4625951,1264396,361128,12646064
2018-02-10 00:00:00,1d,XBTUSD,8675.5,9084,8112,8548.5,1536909710,-24708736,-6459708,-2053124,-7659640,-5665647,-7006481,-5401793,9537657
2018-02-11 00:00:00,1d,XBTUSD,8548,8548.5,7830,8065,1528310563,-16446405,103290,-6494967,-10246095,-662805,-5653075,-6431460,12938707
2018-02-12 00:00:00,1d,XBTUSD,8065,8999,8063,8905.5,1606293489,35153085,-5376744,3631349,2321237,6117448,3513215,7340214,17606366
2018-02-13 00:00:00,1d,XBTUSD,8905.5,8944,8331,8499.5,1530738973,-36121133,-913670,-1609861,-12601723,-2992778,-5995562,-8609777,-3397762
2018-02-14 00:00:00,1d,XBTUSD,8499.5,9515,8499.5,9462.5,1672574959,70694449,-2524142,9335152,14472227,9378970,13401407,10043233,16587602
2018-02-15 00:00:00,1d,XBTUSD,9462,10191,9336,10008,2116132820,38481078,8598805,7163376,1440519,6599123,244129,208642,14226484
2018-02-16 00:00:00,1d,XBTUSD,10009,10304,9705,10185.5,1750655042,5298984,4097895,3598737,1560053,965766,-1368481,-2211958,-1343028
2018-02-17 00:00:00,1d,XBTUSD,10185.5,11160,10013.5,11144,2178101186,60355036,6832907,5446566,7690469,7226627,6964033,8756411,17438023
2018-02-18 00:00:00,1d,XBTUSD,11144,11292,10174,10402,3006576838,-121643438,-23741196,-15653040,-28941045,-17534198,-12296670,-13493933,-9983356
2018-02-19 00:00:00,1d,XBTUSD,10400,11277,10300,11173,2443193873,-11160129,-46593286,-9851412,583932,10364407,11523169,10200034,12613027
2018-02-20 00:00:00,1d,XBTUSD,11173,11771,11020,11220,2733704794,-5537536,17509086,3980761,-6187663,-13427783,-6748611,1072655,-1735981
2018-02-21 00:00:00,1d,XBTUSD,11220.5,11250,10251,10455,3211633653,-55268207,-27413316,2950308,-16319455,-2977805,-7462213,-240889,-3804837
2018-02-22 00:00:00,1d,XBTUSD,10455.5,10905,9726,9831.5,3217750552,-77032708,-28763925,-19539875,-15806539,-5535536,-16356275,-4314252,13283694
2018-02-23 00:00:00,1d,XBTUSD,9831.5,10369,9581,10131,2811472247,15126479,9677413,-5410748,-5965780,-5716778,-303370,18180783,4664959
2018-02-24 00:00:00,1d,XBTUSD,10130.5,10523,9338.5,9689,2780775740,-37229496,-6366857,-10182648,-15870951,6326473,-12395152,5065266,-3805627
2018-02-25 00:00:00,1d,XBTUSD,9689,9880,9289,9591,2299980554,17032116,-4968193,5064184,11205496,1855350,-8718460,10705111,1888628
2018-02-26 00:00:00,1d,XBTUSD,9591,10450,9379.5,10316.5,2500491670,100602074,27043059,6694272,5375754,10866420,10702213,16873206,23047150
2018-02-27 00:00:00,1d,XBTUSD,10317,10879.5,10150.5,10530,2639763770,-373836,-15691480,-3797980,13483945,-3958800,-8958720,7182229,11366970
2018-02-28 00:00:00,1d,XBTUSD,10512.5,11070,10250,10318,3137482715,-48506421,-12458959,270425,-2877676,-11946588,-14589507,2586208,-9490324
2018-03-01 00:00:00,1d,XBTUSD,10319,11105,10230,10919.5,3081991666,115388022,18471220,2647267,14407038,18145431,19597180,32748054,9371832
2018-03-02 00:00:00,1d,XBTUSD,10919.5,11198,10770,11030,2963568811,-6983445,1513617,-7910385,-1494359,-4283237,-8246776,3534599,9903096
2018-03-03 00:00:00,1d,XBTUSD,11030,11524.5,11022,11458,2803508861,46446891,-2565287,5996855,424773,2239691,2315957,24003995,14030907
2018-03-04 00:00:00,1d,XBTUSD,11458.5,11538,11066,11490.5,2634323574,-1509498,-19065631,5385811,-9839410,6211582,3614505,10239211,1944434
2018-03-05 00:00:00,1d,XBTUSD,11490.5,11683,11330.5,11330.5,2409753832,-36615752,-1593789,-9793925,-19601029,-123052,-10979339,10680362,-5204980
2018-03-06 00:00:00,1d,XBTUSD,11330.5,11391.5,10560,10730,3980630223,-185008329,-51048812,-27443843,-49796422,-28447536,5573417,-14211558,-19633575
2018-03-07 00:00:00,1d,XBTUSD,10730,10898,9330.5,9915,4822972246,-8275368,41561405,-10779882,-10306702,-13030007,-9643254,-4574791,-1502137
2018-03-08 00:00:00,1d,XBTUSD,9914,10121.5,9030,9304.5,4815317589,35315767,23803769,8420178,1109135,1438489,8913168,-2186075,-6182897
2018-03-09 00:00:00,1d,XBTUSD,9304.5,9423.5,8340,9224,5723376753,72659529,9180476,-1831789,8576301,7052206,9481773,24126997,16073565
2018-03-10 00:00:00,1d,XBTUSD,9224,9500,8706,8789.5,3158061690,-54511890,-9235731,-9572236,-21165751,446384,-8024574,-2109363,-4850619
2018-03-11 00:00:00,1d,XBTUSD,8789.5,9789,8400,9543,3947429500,46652586,-49867661,2289215,15353602,24581485,17630395,21558270,15107280
2018-03-12 00:00:00,1d,XBTUSD,9542.5,9900,8711,9093,3856719896,-51707110,2518102,-17156653,-30906697,-394931,-7740621,4096073,-2122383
2018-03-13 00:00:00,1d,XBTUSD,9092.5,9519,8805.5,9133.5,3565624937,58609427,5364380,8248032,-119990,11122067,11974538,12781597,9238803
2018-03-14 00:00:00,1d,XBTUSD,9133.5,9400,7933.5,8190.5,3603357324,-183172304,-31353202,-18209305,-39801546,-10481984,-21335722,-18396436,-43594109
2018-03-15 00:00:00,1d,XBTUSD,8191.5,8475,7652.5,8250.5,3815408242,29397446,8729770,2762623,3633588,5434049,-3886756,12616388,107784
2018-03-16 00:00:00,1d,XBTUSD,8250.5,8643,7873,8250.5,2725855502,7801034,-4337111,3640206,-12746433,2400230,-664733,10654500,8854375
2018-03-17 00:00:00,1d,XBTUSD,8247.5,8389,7730.5,7849,2600358139,-7565911,-14324572,-4549007,-6797398,11989397,3137836,12903712,-9925879
2018-03-18 00:00:00,1d,XBTUSD,7848,8370,7300,8189,3812114001,115640437,9842348,6383686,25652333,18866202,7607880,24203100,23084888
2018-03-19 00:00:00,1d,XBTUSD,8188.5,8780,8126,8590,3174134064,72441576,9351174,11764490,7539219,11668024,-127630,10043057,22203242
2018-03-20 00:00:00,1d,XBTUSD,8590,9064,8323.5,8897,3098742538,40824508,8797833,5081448,-3784563,8671374,4807388,11263370,5987658
2018-03-21 00:00:00,1d,XBTUSD,8896.5,9217.5,8750,8893.5,3037673596,-29629984,14196010,-6600202,-12551535,-9135175,-6431502,532063,-9639643
2018-03-22 00:00:00,1d,XBTUSD,8893.5,9095,8505,8700,3088085258,-94266388,-32489566,-14122041,-6640668,-11783732,-12972307,-937840,-15320234
2018-03-23 00:00:00,1d,XBTUSD,8700,8948,8255,8921,3053687082,-25098582,-17634699,-8706368,-7770256,-4893090,2774807,12348388,-1217364
2018-03-24 00:00:00,1d,XBTUSD,8922,9032.5,8460.5,8514,2776441965,-96342283,-24357386,-7764822,-12981136,-18643410,-8815159,-2857008,-20923362
2018-03-25 00:00:00,1d,XBTUSD,8514.5,8683,8360,8444.5,2698674833,1151439,4252798,-3307741,1302241,-1822640,3448213,5532337,-8253769
2018-03-26 00:00:00,1d,XBTUSD,8444,8493.5,7820,8149,3200837738,-139661638,-27998998,-6150948,-21501454,-17411937,-22998892,-10761751,-32837658
2018-03-27 00:00:00,1d,XBTUSD,8150,8199,7716,7791,3196058935,-84489357,-1004819,-6513484,-18736372,-17440934,-16814306,-5452182,-18527260
2018-03-28 00:00:00,1d,XBTUSD,7792.5,8097,7727.5,7935,2432935533,56947781,-3726481,2527736,12174231,13066073,4484013,18719702,9702507
2018-03-29 00:00:00,1d,XBTUSD,7935,7963.5,6850,7081,4153824059,-224004707,12454228,-22418751,-50906149,-30134951,-36335955,-26619135,-70043994
2018-03-30 00:00:00,1d,XBTUSD,7082,7227,6543,6826,4484265672,-16097712,1867521,1430891,7931985,-21160796,-8033277,1965572,-99608
2018-03-31 00:00:00,1d,XBTUSD,6820.5,7222,6788,6920.5,3064915621,43818755,-6299624,2561050,9415079,8052797,5926314,16121912,8041227
2018-04-01 00:00:00,1d,XBTUSD,6920.5,7053,6404.5,6817,3120463644,-7951016,-5427924,1877956,-7081593,5263149,1245946,8823768,-12652318
2018-04-02 00:00:00,1d,XBTUSD,6817,7123,6766,7046.5,2396422744,59857638,-3321156,2700505,1346254,15355626,5488233,26275328,12012848
2018-04-03 00:00:00,1d,XBTUSD,7046.5,7518,7006.5,7408.5,2730070459,142868675,17221808,13010466,25125465,19200241,17231313,20233754,30845628
2018-04-04 00:00:00,1d,XBTUSD,7408.5,7420,6686.5,6780.5,3371330612,-217257894,-41677984,-27926879,-32710168,-24458360,-27915765,-18293084,-44275654
2018-04-05 00:00:00,1d,XBTUSD,6779,6935,6555,6769.5,3283289247,-17160261,-2565567,347299,-7827544,-3101686,2405757,-3813065,-2605455
2018-04-06 00:00:00,1d,XBTUSD,6769,6875,6479.5,6612,2256699483,-11822703,-5118656,-2040463,-9250277,1862750,5346197,1658407,-4280661
2018-04-07 00:00:00,1d,XBTUSD,6611.5,7058.5,6608,6900.5,1935569407,71561225,-1178369,3008062,18419714,10080935,15770323,11130008,14330552
2018-04-08 00:00:00,1d,XBTUSD,6900,7137,6885,7014,1602230571,39770533,5456230,2675146,50916,6342057,10573218,-263064,14936030
2018-04-09 00:00:00,1d,XBTUSD,7014,7177.5,6600,6763,2772773920,-40894010,-2928377,-10855186,-8211779,2009643,-5065194,-7054236,-8788881
2018-04-10 00:00:00,1d,XBTUSD,6765,6888,6620,6824,1765375582,17668822,3136238,2523729,-211765,3373871,3221762,371601,5253386
2018-04-11 00:00:00,1d,XBTUSD,6824,6959,6802,6933.5,1428141027,77584961,5246559,8032348,11518711,20947480,8672410,6616534,16550919
2018-04-12 00:00:00,1d,XBTUSD,6933,8149,6688,7904.5,3364142710,97474246,-2934620,4730520,10445442,23514113,20705987,13124251,27888553
2018-04-13 00:00:00,1d,XBTUSD,7905,8227,7754,7887.5,3478152695,-68014515,-7799555,-4634490,-16184901,-11562724,-13217090,-12380951,-2234804
2018-04-14 00:00:00,1d,XBTUSD,7887.5,8195,7835,8000,2357357570,16645680,14111184,-142167,8013881,-1834175,-412177,-6563478,3472612
2018-04-15 00:00:00,1d,XBTUSD,8000,8428.5,8000,8346.5,2043519004,97492618,30093407,5636125,17773976,6069113,5936437,4642424,27341136
2018-04-16 00:00:00,1d,XBTUSD,8346.5,8420,7910,8047,2834140820,-60894172,-4283105,-6960986,-10033494,-5165595,-41687,-8299466,-26109839
2018-04-17 00:00:00,1d,XBTUSD,8047.5,8179,7800.5,7889.5,2154592030,-68223834,4067998,-8897611,-9951265,-14764599,-14531788,-11573277,-12573292
2018-04-18 00:00:00,1d,XBTUSD,7889.5,8262,7857,8177,1900890471,61500127,11479154,7958455,80882,18274759,5113610,12327498,6265769
2018-04-19 00:00:00,1d,XBTUSD,8176.5,8300,8068.5,8266,1911752679,24457981,19050815,2798383,-2697181,-5354686,-1061093,-2044108,13765851
2018-04-20 00:00:00,1d,XBTUSD,8266,8974,8215,8849,3018131037,79116369,13716960,2563892,5173291,-1879932,13984616,14970695,30586847
2018-04-21 00:00:00,1d,XBTUSD,8850,9050.5,8651,8923.5,3074828221,20865945,3985688,3087037,19407,-4211231,3499421,6174836,8310787
2018-04-22 00:00:00,1d,XBTUSD,8923.5,9020,8739,8800,2644757064,-49771840,-14875314,-5457197,-3580450,-12348038,84646,-5424614,-8170873
2018-04-23 00:00:00,1d,XBTUSD,8800,9005,8780,8943,2135080245,17524891,6585383,-90627,5512029,-2323670,3892823,2208994,1739959
2018-04-24 00:00:00,1d,XBTUSD,8943,9780,8939.5,9675,4135964861,279862403,55917755,25188389,23262716,37697045,31439348,41914297,64442853
2018-04-25 00:00:00,1d,XBTUSD,9675.5,9765.5,8711,8846.5,5812260809,-529661213,-178843843,-49876433,-88006472,-75444191,-34431647,-44486982,-58571645
2018-04-26 00:00:00,1d,XBTUSD,8847,9327,8611,9288,3628323166,110514108,31368707,9510460,25915717,15236565,5213972,20162971,3105716
2018-04-27 00:00:00,1d,XBTUSD,9288,9384.5,8910,8928,2858560602,-228759586,-48119245,-31869512,-40855343,-34714573,-16840485,-23586355,-32774073
2018-04-28 00:00:00,1d,XBTUSD,8928,9450,8852,9343.5,2857265463,61241163,-5472693,7252438,10724802,19647537,9868314,5552620,13668145
2018-04-29 00:00:00,1d,XBTUSD,9343.5,9540,9192,9400.5,2283372166,-28339572,-7339357,-1708366,-295522,-1143283,-1170830,-8391811,-8290403
2018-04-30 00:00:00,1d,XBTUSD,9400.5,9457,9123,9250,2370798272,-125755002,-10641374,-19408894,-23871689,-21389276,-10552836,-13020678,-26870255
2018-05-01 00:00:00,1d,XBTUSD,9251,9253.5,8800.5,9066,2581286454,-176223304,-38619516,-14411006,-16027500,-35780601,-22994889,-21569257,-26820535
2018-05-02 00:00:00,1d,XBTUSD,9065.5,9258,8974.5,9216,1979596355,70087641,19647862,16240813,10587909,10854377,4676034,2134598,5946048
2018-05-03 00:00:00,1d,XBTUSD,9216.5,9852,9167.5,9741.5,3062952316,230501730,23328896,17902932,43547889,43421749,35464801,32708226,34127237
2018-05-04 00:00:00,1d,XBTUSD,9742,9778,9351,9683,2686795243,-80265069,-23619140,-2723234,-7034700,-17556606,-5000279,-7289851,-17041259
2018-05-05 00:00:00,1d,XBTUSD,9683,9970,9671.5,9828.5,2448922057,-60854903,-13313894,-3091985,-16882013,-15043714,-11111056,2137954,-3550195
2018-05-06 00:00:00,1d,XBTUSD,9828.5,9936,9416,9600.5,2905667236,-166856976,-28201515,-11215359,-16316980,-32992769,-19763118,-15848665,-42518570
2018-05-07 00:00:00,1d,XBTUSD,9600.5,9618,9170,9359.5,3094401138,-194237318,-44912517,-28412054,-20255180,-29307748,-25511991,-24043965,-21793863
2018-05-08 00:00:00,1d,XBTUSD,9359.5,9449,9002,9190.5,2521604621,-151061697,-50945412,-1889369,-36796982,-12099456,-15447342,-17506285,-16376851
2018-05-09 00:00:00,1d,XBTUSD,9190,9345,8966,9305.5,2209067325,45069657,21939297,2206692,12689885,-1315403,5429544,6178322,-2058680
2018-05-10 00:00:00,1d,XBTUSD,9305.5,9399,9001,9027.5,2312772193,-152146127,-25082855,-7472687,-32992971,-28210085,-11968272,-18175216,-28244041
2018-05-11 00:00:00,1d,XBTUSD,9027,9027.5,8337,8413,4076886927,-403148537,-107190809,-44508342,-58989553,-56987894,-31515013,-38568415,-65388511
2018-05-12 00:00:00,1d,XBTUSD,8412.5,8634.5,8225,8477,3743678488,-78481888,-20121306,-5821826,-16813568,-14352535,-5548850,-7004121,-8819682
2018-05-13 00:00:00,1d,XBTUSD,8477.5,8758,8336,8693.5,2489733333,27636955,7439585,7300079,4407263,-6977136,8638808,3351682,3476674
2018-05-14 00:00:00,1d,XBTUSD,8693.5,8882.5,8282.5,8678,3328000880,-87128074,-35937480,3950774,-12787283,-20527757,-7074022,1336103,-16088409
2018-05-15 00:00:00,1d,XBTUSD,8678.5,8849,8417.5,8477.5,2518801102,-81549750,-13885985,-7436834,-12490887,-8633121,-6175143,-10211672,-22716108
2018-05-16 00:00:00,1d,XBTUSD,8477.5,8497,8080,8334.5,3019083310,-100259960,-40478845,1450609,-17442105,-15790565,-12845053,-6251980,-8902021
2018-05-17 00:00:00,1d,XBTUSD,8334.5,8481,7945,8058.5,2062998531,-100016719,-32780349,-2070077,-9998151,-12355913,-11779967,-11876235,-19156027
2018-05-18 00:00:00,1d,XBTUSD,8058,8273.5,7920,8233,1913268873,49939949,16046645,3100258,-2770974,10494276,2584919,9274596,11210229
2018-05-19 00:00:00,1d,XBTUSD,8233,8400,8152,8230,1389157000,-2350702,-1027171,-3444719,-4418305,3677762,962801,2595851,-696921
2018-05-20 00:00:00,1d,XBTUSD,8230,8610,8174.5,8521.5,1688325934,145388860,31600348,11153857,29462391,11823082,17588475,17411564,26349143
2018-05-21 00:00:00,1d,XBTUSD,8521,8594.5,8320,8397,1822218966,-76438096,-18910458,-5472316,-9942885,-4057655,-10072729,-8828246,-19153807
2018-05-22 00:00:00,1d,XBTUSD,8397.5,8407,7950,7989,2605511682,-242626954,-60317243,-22602032,-30820056,-40216793,-18603033,-25812999,-44254798
2018-05-23 00:00:00,1d,XBTUSD,7988.5,8028.5,7430.5,7506,4239365202,-334904660,-84008458,-31922083,-67705759,-53928605,-24006918,-26532764,-46800073
2018-05-24 00:00:00,1d,XBTUSD,7506,7740,7256,7568,3643462743,-56804051,-31444912,-8348504,1846187,-18553946,-2316855,2828638,-814659
2018-05-25 00:00:00,1d,XBTUSD,7568,7664,7320,7464.5,2525291252,-42767790,-10253991,-372313,-2080141,-7560726,-2348236,-12301251,-7851132
2018-05-26 00:00:00,1d,XBTUSD,7464,7648,7261.5,7323,1583298168,-48366890,1509620,4087102,-9537588,-16465309,-4260663,-7138886,-16561166
2018-05-27 00:00:00,1d,XBTUSD,7323,7400,7189,7336.5,1587861768,-6398258,9442879,7783202,-11823714,-2503093,-3519719,-4326254,-1451559
2018-05-28 00:00:00,1d,XBTUSD,7336.5,7450,7080.5,7111,2096061721,-62943735,-16918530,-2347804,3910665,-8572168,-6906445,-10719382,-21390071
2018-05-29 00:00:00,1d,XBTUSD,7111.5,7569,7060,7469,2522014329,137233217,21762241,9431812,13565969,26314463,14254637,16053906,35850189
2018-05-30 00:00:00,1d,XBTUSD,7469,7559,7272,7372,2266843464,-80543858,-14417259,-1819807,-7278235,-17976181,-9993554,-14757878,-14300944
2018-05-31 00:00:00,1d,XBTUSD,7372,7625,7330,7485.5,2095602599,33801055,-5663142,5833732,2674892,5115086,473244,9035579,16331664
2018-06-01 00:00:00,1d,XBTUSD,7485,7618,7333,7513,2065583965,-37811787,-4547934,-2776907,-3504437,-4483250,-10029367,997282,-13467174
2018-06-02 00:00:00,1d,XBTUSD,7513,7727,7444,7631,1629728766,44643018,9544325,4893802,7744441,3533055,605814,10008555,8313026
2018-06-03 00:00:00,1d,XBTUSD,7631,7798,7575,7709,1458487437,54733849,29035113,-823611,11545667,9146549,-882908,864031,5849008
2018-06-04 00:00:00,1d,XBTUSD,7709.5,7760,7451.5,7492,2107702433,-151605541,-27858018,-10845877,-29296991,-19789273,-10042728,-17191461,-36581193
2018-06-05 00:00:00,1d,XBTUSD,7491.5,7670,7344,7622.5,2413959593,75547001,40490189,6033011,16214026,7567662,1419364,5366372,-1543623
2018-06-06 00:00:00,1d,XBTUSD,7622.5,7700,7478,7657,2123556560,-6846520,2084612,4240457,-1004966,-6752556,-7021517,-57928,1665378
2018-06-07 00:00:00,1d,XBTUSD,7657,7755,7630,7689,1649493436,10413662,15772930,5233402,-8002093,622438,-4173869,240119,720735
2018-06-08 00:00:00,1d,XBTUSD,7689,7696.5,7540,7625,1535801096,-74379458,-2578991,-3914699,-8041258,-14049241,-2633033,-14773789,-28388447
2018-06-09 00:00:00,1d,XBTUSD,7625.5,7700,7436,7492,1314148739,-145905217,-43597378,-5258187,-15455276,-13835893,-16283556,-15931260,-35543667
2018-06-10 00:00:00,1d,XBTUSD,7492,7492.5,6610,6767,4350581769,-377073757,-48584590,-26438690,-101111830,-72699326,-35543861,-46842887,-45852573
2018-06-11 00:00:00,1d,XBTUSD,6767.5,6937.5,6620,6870.5,2583772362,8836816,3459206,2761121,7203347,-6345736,-648497,-1634494,4041869
2018-06-12 00:00:00,1d,XBTUSD,6870.5,6871,6433,6553.5,2509548091,-142010281,-18505965,-12578511,-36461856,-11518764,-7549354,-19861581,-35534250
2018-06-13 00:00:00,1d,XBTUSD,6554,6633,6097,6296.5,3466847461,-170038581,-7175276,-17891727,-31858664,-35976666,-24648484,-26257492,-26230272
2018-06-14 00:00:00,1d,XBTUSD,6296,6718,6268,6631,3294127294,89103868,31599026,18498192,8674572,11777114,-2504935,8817492,12242407
2018-06-15 00:00:00,1d,XBTUSD,6631,6680,6355,6395,2138404894,-81735748,-13907560,-5741599,-20487980,-17183465,-3839009,-3465028,-17111107
2018-06-16 00:00:00,1d,XBTUSD,6395,6600.5,6312,6488.5,1623676078,-4942302,3055196,-81839,12448277,601981,-3570902,-6848811,-10546204
2018-06-17 00:00:00,1d,XBTUSD,6488.5,6580.5,6425,6443,1130284891,-2622555,-3108876,-825828,10711400,-2438445,-1049112,3300836,-9212530
2018-06-18 00:00:00,1d,XBTUSD,6443.5,6800,6374.5,6706.5,1824293086,78429428,28005931,3306996,12163235,3682951,7172163,7375268,16722884
2018-06-19 00:00:00,1d,XBTUSD,6706.5,6838,6651,6731.5,1571751049,38893515,6602803,11520741,8226005,-5535338,4668533,2751710,10659061
2018-06-20 00:00:00,1d,XBTUSD,6732,6823,6552.5,6750,2096211966,6544202,5202307,-951963,1924910,3519932,-3832216,342834,338398
2018-06-21 00:00:00,1d,XBTUSD,6750,6789,6671,6710.5,1379875457,-43304053,-562470,-5382401,-7239594,-5045332,-1850352,-13404202,-9819702
2018-06-22 00:00:00,1d,XBTUSD,6711,6728,5900.5,6048.5,4251305189,-240870385,-3726159,-10514186,-42452730,-49198883,-37546660,-46194435,-51237332
2018-06-23 00:00:00,1d,XBTUSD,6049,6270.5,6033.5,6165,1880458657,46589441,3044220,8294512,10227350,6092703,9666586,5753202,3510868
2018-06-24 00:00:00,1d,XBTUSD,6165,6347,5743,6150,3401207273,-580131,14632448,-4590545,16117579,2195846,-209452,-4428412,-24297595
2018-06-25 00:00:00,1d,XBTUSD,6149.5,6350,6061,6251.5,2113153648,37524076,18022296,-8777198,13606747,215224,-7555160,5225791,16786376
2018-06-26 00:00:00,1d,XBTUSD,6251.5,6280.5,6044,6074,1816573704,-80639808,-10718503,-10266221,-10814071,-13403978,-3005425,-9366470,-23065140
2018-06-27 00:00:00,1d,XBTUSD,6074,6178,5980,6129,1725329775,33321451,-3358831,6056967,7994558,3769761,2349560,1712268,14797168
2018-06-28 00:00:00,1d,XBTUSD,6129.5,6154.5,5820,5844.5,1878641954,-167892490,-16218884,-12762066,-27871974,-26977769,-21885181,-24765291,-37411325
2018-06-29 00:00:00,1d,XBTUSD,5844.5,6333,5778,6205.5,2322980304,101094796,18871328,6381115,20617158,12056874,13084325,8606960,21477036
2018-06-30 00:00:00,1d,XBTUSD,6206,6570,6190,6383.5,1828580066,56512270,-2226552,2832998,10023159,14455131,16405486,7806161,7215887
2018-07-01 00:00:00,1d,XBTUSD,6383.5,6432,6255,6346,1334552363,-31287963,-7304896,-2277582,1377537,-12126703,2701769,-1896676,-11761412
2018-07-02 00:00:00,1d,XBTUSD,6346,6675,6268,6610,1908182354,107615146,16465150,8838630,6034031,13574535,14693834,16714645,31294321
2018-07-03 00:00:00,1d,XBTUSD,6610,6670,6463.5,6505.5,1803542193,-65027719,-20633151,-4474097,-11627474,-12773420,-188259,-9361869,-5969449
2018-07-04 00:00:00,1d,XBTUSD,6505.5,6820,6412,6582,2310207797,46086263,35424232,-3596246,7142794,6474719,-1063990,-1082285,2787039
2018-07-05 00:00:00,1d,XBTUSD,6582,6730,6429,6526.5,2647394794,-51422766,-2760718,-323801,-12297265,-10370230,-15045718,-4418397,-6206637
2018-07-06 00:00:00,1d,XBTUSD,6526.5,6650,6453,6599.5,1742814039,73867969,13360353,10083144,12505122,13815092,7003364,7906630,9194264
2018-07-07 00:00:00,1d,XBTUSD,6599,6868,6503,6757,1559327485,121074899,37073839,8458321,18960112,14137169,15599645,12193669,14652144
2018-07-08 00:00:00,1d,XBTUSD,6757,6774.5,6670,6701,1137205977,-48156041,-4261071,-1175075,-6524645,-10419512,-4776355,-9047015,-11952368
2018-07-09 00:00:00,1d,XBTUSD,6701,6841,6626,6668,1664819307,-38057789,-1418602,-10019008,-1026886,-5160758,3546951,-6933140,-17046346
2018-07-10 00:00:00,1d,XBTUSD,6667.5,6678,6260,6304,2705577791,-276392563,-30116849,-12775187,-36327850,-43671666,-32543206,-42229322,-78728483
2018-07-11 00:00:00,1d,XBTUSD,6304,6399.5,6277,6371,1767112110,23912566,8353735,2064896,4195018,9018498,-1753972,8229486,-6195095
2018-07-12 00:00:00,1d,XBTUSD,6371,6371,6065,6246.5,2380315491,-172388253,-29657277,-14320984,-25224644,-20032706,-11880165,-22189462,-49083015
2018-07-13 00:00:00,1d,XBTUSD,6246.5,6350,6111,6213,1778981873,-7922835,-871280,3287074,-3357057,-3933136,-3985861,-1134607,2072032
2018-07-14 00:00:00,1d,XBTUSD,6212.5,6320,6181.5,6245.5,1342839848,34470498,4581427,949049,8712592,4436937,7158301,6562853,2069339
2018-07-15 00:00:00,1d,XBTUSD,6245.5,6392,6231,6347.5,1314694866,75824534,14531081,5001848,14763226,3255243,12654514,12517587,13101035
2018-07-16 00:00:00,1d,XBTUSD,6348,6738,6338,6719.5,2959875907,321678455,33713819,19205275,54990728,43826756,39280328,47649471,83012078
